cliente 2035;BEL;SSA;3 dias;4 estrelas;R$ 8000
cliente 2036;RIO;SSA;3 dias;2 estrelas;R$ 3000
cliente 2037;RIO;REC;9 dias;5 estrelas;R$ 7500
cliente 2038;CNF;FOR;8 dias;3 estrelas;R$ 4500
cliente 2039;REC;FOR;12 dias;5 estrelas;R$ 6000
cliente 2040;BEL;FOR;8 dias;1 estrelas;R$ 6000
cliente 2041;SAO;RIO;10 dias;5 estrelas;R$ 6000
cliente 2042;SSA;BEL;2 dias;1 estrelas;R$ 4000
cliente 2043;FOR;SSA;10 dias;4 estrelas;R$ 3500
cliente 2044;SAO;CNF;9 dias;1 estrelas;R$ 7500
cliente 2045;REC;RIO;13 dias;5 estrelas;R$ 4500
cliente 2046;CNF;REC;14 dias;1 estrelas;R$ 2500
cliente 2047;FOR;RIO;13 dias;2 estrelas;R$ 9000
cliente 2048;BEL;CNF;7 dias;3 estrelas;R$ 9500
cliente 2049;SSA;RIO;9 dias;3 estrelas;R$ 3500
cliente 2050;SAO;RIO;5 dias;1 estrelas;R$ 8000
cliente 2051;REC;CNF;12 dias;1 estrelas;R$ 3000
cliente 2052;REC;SSA;10 dias;5 estrelas;R$ 5500
cliente 2053;CNF;RIO;15 dias;2 estrelas;R$ 2500
cliente 2054;BEL;SAO;12 dias;3 estrelas;R$ 2500
cliente 2055;SAO;CNF;9 dias;4 estrelas;R$ 5000
cliente 2056;REC;BEL;4 dias;5 estrelas;R$ 9500
cliente 2057;SSA;FOR;7 dias;3 estrelas;R$ 5000
cliente 2058;BEL;SAO;12 dias;1 estrelas;R$ 8000
cliente 2059;RIO;FOR;3 dias;3 estrelas;R$ 6000
cliente 2060;FOR;CNF;4 dias;2 estrelas;R$ 8500
cliente 2061;BEL;CNF;2 dias;5 estrelas;R$ 9500
cliente 2062;SSA;REC;4 dias;5 estrelas;R$ 9000
cliente 2063;REC;SAO;5 dias;4 estrelas;R$ 6000
cliente 2064;FOR;CNF;10 dias;3 estrelas;R$ 6500
cliente 2065;REC;BEL;10 dias;2 estrelas;R$ 2000
cliente 2066;BEL;SAO;6 dias;5 estrelas;R$ 3500
cliente 2067;SSA;FOR;4 dias;3 estrelas;R$ 5500
cliente 2068;SSA;REC;14 dias;2 estrelas;R$ 5000
cliente 2069;CNF;FOR;14 dias;1 estrelas;R$ 5500
cliente 2070;CNF;REC;10 dias;3 estrelas;R$ 4000
cliente 2071;CNF;RIO;8 dias;4 estrelas;R$ 7500
cliente 2072;SAO;RIO;13 dias;1 estrelas;R$ 2500
cliente 2073;SSA;CNF;3 dias;5 estrelas;R$ 4500
cliente 2074;CNF;SSA;1 dias;3 estrelas;R$ 10000
cliente 2075;FOR;CNF;4 dias;4 estrelas;R$ 5000
cliente 2076;SAO;RIO;7 dias;4 estrelas;R$ 3500
cliente 2077;RIO;FOR;1 dias;3 estrelas;R$ 9500
cliente 2078;RIO;SSA;10 dias;3 estrelas;R$ 8000
cliente 2079;CNF;REC;6 dias;5 estrelas;R$ 10000
cliente 2080;SSA;RIO;9 dias;5 estrelas;R$ 5500
cliente 2081;SSA;RIO;11 dias;1 estrelas;R$ 5500
cliente 2082;REC;BEL;9 dias;5 estrelas;R$ 8500
cliente 2083;SSA;RIO;12 dias;1 estrelas;R$ 5000
cliente 2084;CNF;SSA;13 dias;1 estrelas;R$ 8500
cliente 2085;CNF;FOR;2 dias;4 estrelas;R$ 4500
cliente 2086;BEL;FOR;11 dias;2 estrelas;R$ 4500
cliente 2087;RIO;FOR;4 dias;2 estrelas;R$ 9500
cliente 2088;RIO;FOR;1 dias;1 estrelas;R$ 2000
cliente 2089;CNF;RIO;6 dias;5 estrelas;R$ 10000
cliente 2090;FOR;RIO;12 dias;2 estrelas;R$ 3500
cliente 2091;SAO;FOR;11 dias;5 estrelas;R$ 4500
cliente 2092;CNF;REC;9 dias;4 estrelas;R$ 10000
cliente 2093;SSA;RIO;2 dias;4 estrelas;R$ 5000
cliente 2094;REC;FOR;7 dias;5 estrelas;R$ 4000
cliente 2095;SSA;RIO;14 dias;2 estrelas;R$ 3500
cliente 2096;SSA;REC;13 dias;4 estrelas;R$ 5000
cliente 2097;BEL;SAO;2 dias;5 estrelas;R$ 8500
cliente 2098;BEL;SSA;12 dias;3 estrelas;R$ 4000
cliente 2099;FOR;BEL;2 dias;5 estrelas;R$ 4500
cliente 2100;SSA;CNF;6 dias;1 estrelas;R$ 5000
cliente 2101;BEL;FOR;6 dias;3 estrelas;R$ 9500
cliente 2102;REC;FOR;14 dias;1 estrelas;R$ 9500
cliente 2103;FOR;CNF;5 dias;2 estrelas;R$ 3500
cliente 2104;BEL;SSA;15 dias;2 estrelas;R$ 4500
cliente 2105;BEL;RIO;13 dias;1 estrelas;R$ 2000
cliente 2106;RIO;FOR;12 dias;1 estrelas;R$ 10000
cliente 2107;FOR;SAO;5 dias;4 estrelas;R$ 4000
cliente 2108;BEL;SAO;5 dias;4 estrelas;R$ 3000
cliente 2109;CNF;FOR;2 dias;5 estrelas;R$ 9500
cliente 2110;SSA;FOR;14 dias;4 estrelas;R$ 3000
cliente 2111;CNF;SSA;4 dias;4 estrelas;R$ 6000
cliente 2112;FOR;REC;11 dias;5 estrelas;R$ 7500
cliente 2113;CNF;SAO;7 dias;2 estrelas;R$ 5500
cliente 2114;FOR;REC;6 dias;5 estrelas;R$ 4000
cliente 2115;FOR;RIO;11 dias;4 estrelas;R$ 5000
cliente 2116;REC;CNF;13 dias;2 estrelas;R$ 10000
cliente 2117;BEL;RIO;11 dias;1 estrelas;R$ 5500
cliente 2118;FOR;SAO;7 dias;5 estrelas;R$ 8500
cliente 2119;BEL;CNF;4 dias;4 estrelas;R$ 10000
cliente 2120;RIO;BEL;5 dias;2 estrelas;R$ 8000
cliente 2121;SAO;BEL;8 dias;5 estrelas;R$ 6000
cliente 2122;RIO;BEL;4 dias;4 estrelas;R$ 8500
cliente 2123;REC;CNF;5 dias;3 estrelas;R$ 4000
cliente 2124;REC;SAO;3 dias;5 estrelas;R$ 2500
cliente 2125;BEL;CNF;15 dias;2 estrelas;R$ 6500
cliente 2126;CNF;REC;12 dias;1 estrelas;R$ 3500
cliente 2127;REC;SAO;15 dias;4 estrelas;R$ 6000
cliente 2128;BEL;SAO;11 dias;1 estrelas;R$ 4500
cliente 2129;RIO;REC;12 dias;4 estrelas;R$ 8000
cliente 2130;RIO;SSA;5 dias;4 estrelas;R$ 4500
cliente 2131;SSA;REC;1 dias;3 estrelas;R$ 10000
cliente 2132;CNF;SAO;3 dias;4 estrelas;R$ 9500
cliente 2133;FOR;CNF;12 dias;5 estrelas;R$ 6500
cliente 2134;CNF;SAO;10 dias;5 estrelas;R$ 7000
cliente 2135;FOR;SSA;10 dias;3 estrelas;R$ 4500
cliente 2136;SSA;BEL;7 dias;1 estrelas;R$ 3000
cliente 2137;REC;RIO;13 dias;1 estrelas;R$ 8500
cliente 2138;REC;BEL;4 dias;5 estrelas;R$ 8000
cliente 2139;SAO;BEL;7 dias;2 estrelas;R$ 3500
cliente 2140;BEL;CNF;6 dias;1 estrelas;R$ 4000
cliente 2141;RIO;SSA;8 dias;2 estrelas;R$ 6000
cliente 2142;BEL;REC;10 dias;4 estrelas;R$ 8500
cliente 2143;RIO;BEL;4 dias;2 estrelas;R$ 7000
cliente 2144;REC;SSA;10 dias;2 estrelas;R$ 2000
cliente 2145;REC;SAO;10 dias;2 estrelas;R$ 5500
cliente 2146;SAO;SSA;4 dias;5 estrelas;R$ 10000
cliente 2147;FOR;SAO;5 dias;2 estrelas;R$ 7000
cliente 2148;CNF;BEL;11 dias;1 estrelas;R$ 2500
cliente 2149;REC;SAO;9 dias;3 estrelas;R$ 8000
cliente 2150;CNF;REC;7 dias;2 estrelas;R$ 10000
cliente 2151;SAO;REC;4 dias;3 estrelas;R$ 5000
cliente 2152;CNF;BEL;5 dias;2 estrelas;R$ 5000
cliente 2153;BEL;RIO;6 dias;2 estrelas;R$ 5500
cliente 2154;SAO;FOR;13 dias;5 estrelas;R$ 4000
cliente 2155;BEL;SSA;5 dias;4 estrelas;R$ 8500
cliente 2156;REC;BEL;10 dias;5 estrelas;R$ 7500
cliente 2157;FOR;SSA;5 dias;5 estrelas;R$ 6000
cliente 2158;SSA;RIO;13 dias;2 estrelas;R$ 5000
cliente 2159;BEL;SSA;6 dias;2 estrelas;R$ 6000
cliente 2160;SAO;BEL;4 dias;4 estrelas;R$ 7500
cliente 2161;RIO;SAO;15 dias;1 estrelas;R$ 4000
cliente 2162;CNF;SSA;12 dias;3 estrelas;R$ 5500
cliente 2163;REC;SSA;3 dias;4 estrelas;R$ 2500
cliente 2164;SSA;SAO;14 dias;3 estrelas;R$ 5500
cliente 2165;SAO;FOR;13 dias;4 estrelas;R$ 7500
cliente 2166;RIO;REC;5 dias;4 estrelas;R$ 2500
cliente 2167;FOR;BEL;11 dias;5 estrelas;R$ 7500
cliente 2168;CNF;REC;11 dias;4 estrelas;R$ 4000
cliente 2169;BEL;RIO;2 dias;3 estrelas;R$ 10000
cliente 2170;BEL;CNF;7 dias;2 estrelas;R$ 3500
cliente 2171;FOR;SAO;7 dias;3 estrelas;R$ 7500
cliente 2172;CNF;REC;11 dias;3 estrelas;R$ 6000
cliente 2173;BEL;SAO;9 dias;1 estrelas;R$ 7500
cliente 2174;REC;RIO;15 dias;1 estrelas;R$ 10000
cliente 2175;RIO;CNF;3 dias;1 estrelas;R$ 4000
cliente 2176;REC;SAO;7 dias;3 estrelas;R$ 6500
cliente 2177;FOR;BEL;2 dias;4 estrelas;R$ 9500
cliente 2178;SSA;FOR;1 dias;3 estrelas;R$ 2500
cliente 2179;CNF;SSA;6 dias;2 estrelas;R$ 3000
cliente 2180;CNF;RIO;15 dias;5 estrelas;R$ 5000
cliente 2181;FOR;SSA;13 dias;1 estrelas;R$ 9000
cliente 2182;BEL;FOR;13 dias;3 estrelas;R$ 8500
cliente 2183;SAO;BEL;5 dias;5 estrelas;R$ 9500
cliente 2184;SAO;BEL;14 dias;4 estrelas;R$ 4500
cliente 2185;CNF;SSA;13 dias;2 estrelas;R$ 5500
cliente 2186;CNF;SSA;5 dias;2 estrelas;R$ 6000
cliente 2187;SAO;FOR;9 dias;2 estrelas;R$ 10000
cliente 2188;SAO;SSA;15 dias;3 estrelas;R$ 3500
cliente 2189;CNF;REC;12 dias;1 estrelas;R$ 9000
cliente 2190;SAO;SSA;1 dias;5 estrelas;R$ 3000
cliente 2191;BEL;RIO;5 dias;3 estrelas;R$ 3000
cliente 2192;REC;BEL;8 dias;2 estrelas;R$ 10000
cliente 2193;BEL;FOR;15 dias;1 estrelas;R$ 2500
cliente 2194;SSA;REC;1 dias;2 estrelas;R$ 3000
cliente 2195;CNF;SSA;8 dias;4 estrelas;R$ 8000
cliente 2196;BEL;FOR;6 dias;1 estrelas;R$ 2500
cliente 2197;REC;SSA;1 dias;5 estrelas;R$ 4500
cliente 2198;SSA;REC;11 dias;3 estrelas;R$ 9000
cliente 2199;SSA;CNF;11 dias;1 estrelas;R$ 8500
cliente 2200;SSA;CNF;2 dias;2 estrelas;R$ 4500
cliente 2201;FOR;SSA;4 dias;5 estrelas;R$ 6500
cliente 2202;REC;FOR;10 dias;5 estrelas;R$ 2500
cliente 2203;RIO;BEL;5 dias;1 estrelas;R$ 7000
cliente 2204;FOR;SAO;9 dias;2 estrelas;R$ 2000
cliente 2205;REC;FOR;1 dias;1 estrelas;R$ 5500
cliente 2206;SAO;REC;1 dias;5 estrelas;R$ 8000
cliente 2207;FOR;SAO;1 dias;2 estrelas;R$ 2000
cliente 2208;FOR;RIO;4 dias;2 estrelas;R$ 9000
cliente 2209;SSA;CNF;10 dias;2 estrelas;R$ 9000
cliente 2210;REC;SSA;9 dias;5 estrelas;R$ 5500
cliente 2211;BEL;REC;6 dias;5 estrelas;R$ 7000
cliente 2212;CNF;BEL;11 dias;5 estrelas;R$ 6500
cliente 2213;CNF;SAO;12 dias;2 estrelas;R$ 5000
cliente 2214;SAO;CNF;9 dias;5 estrelas;R$ 3500
cliente 2215;SAO;SSA;15 dias;5 estrelas;R$ 7500
cliente 2216;RIO;BEL;14 dias;3 estrelas;R$ 2000
cliente 2217;REC;SAO;11 dias;1 estrelas;R$ 5000
cliente 2218;SAO;REC;2 dias;3 estrelas;R$ 8500
cliente 2219;CNF;SAO;14 dias;5 estrelas;R$ 7500
cliente 2220;BEL;FOR;12 dias;2 estrelas;R$ 8000
cliente 2221;CNF;REC;9 dias;1 estrelas;R$ 8000
cliente 2222;FOR;BEL;13 dias;2 estrelas;R$ 4500
cliente 2223;RIO;BEL;3 dias;1 estrelas;R$ 7500
cliente 2224;SAO;SSA;7 dias;2 estrelas;R$ 2000
cliente 2225;RIO;FOR;7 dias;1 estrelas;R$ 6500
cliente 2226;BEL;REC;14 dias;1 estrelas;R$ 2000
cliente 2227;FOR;SSA;7 dias;5 estrelas;R$ 2500
cliente 2228;CNF;RIO;6 dias;3 estrelas;R$ 9500
cliente 2229;SAO;SSA;8 dias;2 estrelas;R$ 5000
cliente 2230;SSA;RIO;12 dias;5 estrelas;R$ 2000
cliente 2231;REC;SAO;10 dias;1 estrelas;R$ 7000
cliente 2232;SAO;CNF;5 dias;5 estrelas;R$ 3000
cliente 2233;SSA;RIO;1 dias;4 estrelas;R$ 6000
cliente 2234;RIO;CNF;12 dias;3 estrelas;R$ 6000
cliente 2235;SSA;REC;2 dias;3 estrelas;R$ 8500
cliente 2236;SAO;REC;1 dias;2 estrelas;R$ 4500
cliente 2237;RIO;FOR;5 dias;5 estrelas;R$ 4000
cliente 2238;SSA;BEL;13 dias;3 estrelas;R$ 5000
cliente 2239;REC;RIO;12 dias;5 estrelas;R$ 9000
cliente 2240;RIO;FOR;15 dias;4 estrelas;R$ 6000
cliente 2241;CNF;REC;8 dias;4 estrelas;R$ 5500
cliente 2242;SSA;RIO;6 dias;5 estrelas;R$ 10000
cliente 2243;BEL;SAO;7 dias;1 estrelas;R$ 4500
cliente 2244;RIO;CNF;13 dias;1 estrelas;R$ 2000
cliente 2245;REC;BEL;9 dias;4 estrelas;R$ 6500
cliente 2246;FOR;SAO;8 dias;4 estrelas;R$ 5000
cliente 2247;REC;RIO;5 dias;1 estrelas;R$ 5000
cliente 2248;SAO;FOR;4 dias;2 estrelas;R$ 3500
cliente 2249;BEL;SAO;2 dias;4 estrelas;R$ 2500
cliente 2250;FOR;BEL;2 dias;2 estrelas;R$ 9500
cliente 2251;FOR;CNF;8 dias;2 estrelas;R$ 8000
cliente 2252;SSA;FOR;11 dias;3 estrelas;R$ 8000
cliente 2253;BEL;RIO;10 dias;4 estrelas;R$ 8000
cliente 2254;BEL;SSA;15 dias;1 estrelas;R$ 4000
cliente 2255;BEL;CNF;10 dias;3 estrelas;R$ 8500
cliente 2256;RIO;BEL;4 dias;2 estrelas;R$ 9000
cliente 2257;FOR;BEL;8 dias;3 estrelas;R$ 2000
cliente 2258;CNF;RIO;6 dias;5 estrelas;R$ 3000
cliente 2259;SSA;FOR;3 dias;1 estrelas;R$ 4000
cliente 2260;REC;RIO;9 dias;5 estrelas;R$ 7500
cliente 2261;SSA;RIO;2 dias;4 estrelas;R$ 4000
cliente 2262;FOR;BEL;15 dias;5 estrelas;R$ 8000
cliente 2263;RIO;CNF;11 dias;1 estrelas;R$ 4000
cliente 2264;SAO;SSA;6 dias;2 estrelas;R$ 8000
cliente 2265;SSA;BEL;15 dias;1 estrelas;R$ 8000
cliente 2266;BEL;SAO;8 dias;5 estrelas;R$ 7500
cliente 2267;SAO;SSA;6 dias;1 estrelas;R$ 7500
cliente 2268;FOR;RIO;1 dias;3 estrelas;R$ 7000
cliente 2269;FOR;BEL;4 dias;2 estrelas;R$ 2000
cliente 2270;RIO;REC;7 dias;3 estrelas;R$ 8000
cliente 2271;SAO;BEL;15 dias;5 estrelas;R$ 7500
cliente 2272;SAO;CNF;4 dias;1 estrelas;R$ 6500
cliente 2273;CNF;REC;6 dias;1 estrelas;R$ 4000
cliente 2274;BEL;FOR;14 dias;1 estrelas;R$ 2500
cliente 2275;BEL;SAO;7 dias;2 estrelas;R$ 3500
cliente 2276;RIO;SSA;6 dias;4 estrelas;R$ 4000
cliente 2277;SAO;RIO;5 dias;1 estrelas;R$ 2500
cliente 2278;CNF;REC;3 dias;3 estrelas;R$ 2500
cliente 2279;REC;FOR;7 dias;2 estrelas;R$ 5000
cliente 2280;SSA;REC;7 dias;2 estrelas;R$ 10000
cliente 2281;CNF;BEL;4 dias;3 estrelas;R$ 10000
cliente 2282;FOR;SAO;13 dias;1 estrelas;R$ 9000
cliente 2283;SSA;BEL;10 dias;4 estrelas;R$ 5000
cliente 2284;BEL;SAO;14 dias;3 estrelas;R$ 6500
cliente 2285;SAO;RIO;7 dias;4 estrelas;R$ 5500
cliente 2286;RIO;SSA;10 dias;1 estrelas;R$ 2500
cliente 2287;SAO;BEL;1 dias;2 estrelas;R$ 9000
cliente 2288;REC;RIO;11 dias;1 estrelas;R$ 7000
cliente 2289;RIO;SAO;5 dias;2 estrelas;R$ 8500
cliente 2290;SSA;CNF;8 dias;2 estrelas;R$ 5500
cliente 2291;CNF;FOR;5 dias;5 estrelas;R$ 3000
cliente 2292;CNF;BEL;15 dias;4 estrelas;R$ 2000
cliente 2293;BEL;SAO;13 dias;2 estrelas;R$ 6000
cliente 2294;CNF;FOR;13 dias;2 estrelas;R$ 4000
cliente 2295;SAO;CNF;15 dias;5 estrelas;R$ 4500
cliente 2296;REC;FOR;9 dias;2 estrelas;R$ 4000
cliente 2297;SSA;REC;12 dias;5 estrelas;R$ 3000
cliente 2298;REC;BEL;5 dias;1 estrelas;R$ 6500
cliente 2299;SAO;CNF;11 dias;2 estrelas;R$ 3000
cliente 2300;CNF;SAO;2 dias;1 estrelas;R$ 8000
cliente 2301;SAO;REC;3 dias;1 estrelas;R$ 8000
cliente 2302;RIO;SAO;14 dias;1 estrelas;R$ 4500
cliente 2303;SAO;RIO;14 dias;5 estrelas;R$ 4000
cliente 2304;REC;BEL;9 dias;3 estrelas;R$ 7500
cliente 2305;CNF;BEL;6 dias;3 estrelas;R$ 2500
cliente 2306;RIO;SAO;6 dias;1 estrelas;R$ 10000
cliente 2307;BEL;RIO;14 dias;5 estrelas;R$ 7000
cliente 2308;FOR;SSA;12 dias;1 estrelas;R$ 6000
cliente 2309;RIO;BEL;12 dias;2 estrelas;R$ 2000
cliente 2310;CNF;SAO;4 dias;1 estrelas;R$ 6000
cliente 2311;CNF;RIO;8 dias;4 estrelas;R$ 9000
cliente 2312;REC;BEL;8 dias;1 estrelas;R$ 9500
cliente 2313;REC;FOR;1 dias;5 estrelas;R$ 8500
cliente 2314;REC;CNF;6 dias;5 estrelas;R$ 4500
cliente 2315;FOR;SSA;4 dias;1 estrelas;R$ 6500
cliente 2316;CNF;BEL;3 dias;4 estrelas;R$ 4000
cliente 2317;RIO;REC;10 dias;3 estrelas;R$ 5000
cliente 2318;BEL;CNF;2 dias;3 estrelas;R$ 3500
cliente 2319;CNF;SSA;14 dias;4 estrelas;R$ 9500
cliente 2320;FOR;SSA;11 dias;2 estrelas;R$ 8000
cliente 2321;SAO;BEL;2 dias;4 estrelas;R$ 6000
cliente 2322;SSA;BEL;12 dias;3 estrelas;R$ 4000
cliente 2323;CNF;BEL;11 dias;2 estrelas;R$ 3500
cliente 2324;REC;CNF;4 dias;4 estrelas;R$ 8500
cliente 2325;RIO;SAO;9 dias;1 estrelas;R$ 7000
cliente 2326;BEL;FOR;14 dias;4 estrelas;R$ 7000
cliente 2327;SAO;FOR;4 dias;3 estrelas;R$ 5500
cliente 2328;SAO;REC;14 dias;2 estrelas;R$ 6000
cliente 2329;RIO;SSA;12 dias;2 estrelas;R$ 2500
cliente 2330;BEL;RIO;4 dias;4 estrelas;R$ 5000
cliente 2331;SAO;CNF;1 dias;2 estrelas;R$ 8000
cliente 2332;SSA;CNF;3 dias;1 estrelas;R$ 7000
cliente 2333;BEL;SAO;10 dias;1 estrelas;R$ 5000
cliente 2334;REC;RIO;1 dias;5 estrelas;R$ 8500
cliente 2335;REC;FOR;2 dias;1 estrelas;R$ 2500
cliente 2336;REC;CNF;4 dias;2 estrelas;R$ 2500
cliente 2337;CNF;SSA;3 dias;3 estrelas;R$ 8500
cliente 2338;REC;SSA;5 dias;5 estrelas;R$ 6500
cliente 2339;SSA;SAO;15 dias;4 estrelas;R$ 2500
cliente 2340;FOR;SAO;5 dias;4 estrelas;R$ 5000
cliente 2341;SSA;FOR;15 dias;2 estrelas;R$ 6000
cliente 2342;SAO;RIO;12 dias;3 estrelas;R$ 4000
cliente 2343;REC;FOR;9 dias;3 estrelas;R$ 3500
cliente 2344;REC;BEL;8 dias;4 estrelas;R$ 9000
cliente 2345;CNF;BEL;7 dias;4 estrelas;R$ 9500
cliente 2346;SSA;BEL;5 dias;2 estrelas;R$ 2000
cliente 2347;BEL;RIO;3 dias;2 estrelas;R$ 3000
cliente 2348;CNF;REC;9 dias;3 estrelas;R$ 6000
cliente 2349;FOR;RIO;5 dias;1 estrelas;R$ 8000
cliente 2350;RIO;REC;2 dias;5 estrelas;R$ 3500
cliente 2351;FOR;REC;12 dias;4 estrelas;R$ 9000
cliente 2352;RIO;BEL;1 dias;2 estrelas;R$ 8000
cliente 2353;BEL;FOR;2 dias;5 estrelas;R$ 5000
cliente 2354;CNF;SAO;2 dias;2 estrelas;R$ 2000
cliente 2355;RIO;FOR;2 dias;4 estrelas;R$ 5000
cliente 2356;RIO;SSA;11 dias;4 estrelas;R$ 10000
cliente 2357;CNF;RIO;3 dias;5 estrelas;R$ 2000
cliente 2358;REC;SAO;8 dias;1 estrelas;R$ 9000
cliente 2359;BEL;SSA;1 dias;5 estrelas;R$ 5500
cliente 2360;CNF;BEL;2 dias;2 estrelas;R$ 5500
cliente 2361;RIO;SSA;11 dias;3 estrelas;R$ 6000
cliente 2362;SSA;SAO;12 dias;5 estrelas;R$ 8500
cliente 2363;FOR;SSA;1 dias;5 estrelas;R$ 7000
cliente 2364;CNF;RIO;2 dias;4 estrelas;R$ 5500
cliente 2365;BEL;REC;15 dias;3 estrelas;R$ 6500
cliente 2366;FOR;CNF;12 dias;2 estrelas;R$ 4500
cliente 2367;SSA;RIO;5 dias;5 estrelas;R$ 6000
cliente 2368;FOR;SSA;10 dias;4 estrelas;R$ 7000
cliente 2369;CNF;FOR;5 dias;3 estrelas;R$ 5500
cliente 2370;SSA;FOR;2 dias;4 estrelas;R$ 5500
cliente 2371;CNF;FOR;8 dias;4 estrelas;R$ 4500
cliente 2372;BEL;SSA;10 dias;5 estrelas;R$ 4500
cliente 2373;SAO;FOR;8 dias;1 estrelas;R$ 7500
cliente 2374;SAO;SSA;7 dias;2 estrelas;R$ 8000
cliente 2375;FOR;SSA;9 dias;4 estrelas;R$ 8000
cliente 2376;SSA;REC;8 dias;1 estrelas;R$ 2000
cliente 2377;SSA;SAO;9 dias;2 estrelas;R$ 2000
cliente 2378;CNF;SAO;6 dias;4 estrelas;R$ 4000
cliente 2379;CNF;FOR;12 dias;5 estrelas;R$ 7500
cliente 2380;RIO;SAO;9 dias;5 estrelas;R$ 4000
cliente 2381;FOR;SAO;14 dias;3 estrelas;R$ 5500
cliente 2382;RIO;FOR;6 dias;1 estrelas;R$ 7500
cliente 2383;RIO;BEL;12 dias;2 estrelas;R$ 5500
cliente 2384;BEL;SSA;4 dias;1 estrelas;R$ 8000
cliente 2385;REC;CNF;10 dias;2 estrelas;R$ 8000
cliente 2386;RIO;SSA;4 dias;3 estrelas;R$ 10000
cliente 2387;SAO;FOR;5 dias;2 estrelas;R$ 9000
cliente 2388;FOR;SSA;10 dias;1 estrelas;R$ 7000
cliente 2389;CNF;BEL;7 dias;5 estrelas;R$ 4500
cliente 2390;BEL;SSA;5 dias;2 estrelas;R$ 8500
cliente 2391;BEL;RIO;12 dias;1 estrelas;R$ 5500
cliente 2392;RIO;SAO;13 dias;3 estrelas;R$ 8500
cliente 2393;CNF;REC;10 dias;1 estrelas;R$ 8000
cliente 2394;FOR;SAO;14 dias;5 estrelas;R$ 6500
cliente 2395;FOR;SAO;1 dias;2 estrelas;R$ 7000
cliente 2396;REC;FOR;14 dias;2 estrelas;R$ 4000
cliente 2397;SAO;RIO;10 dias;4 estrelas;R$ 6500
cliente 2398;SAO;RIO;14 dias;5 estrelas;R$ 3500
cliente 2399;CNF;REC;11 dias;5 estrelas;R$ 6000
cliente 2400;SSA;BEL;2 dias;4 estrelas;R$ 4000
cliente 2401;BEL;FOR;1 dias;3 estrelas;R$ 6500
cliente 2402;SAO;CNF;4 dias;4 estrelas;R$ 6000
cliente 2403;RIO;SSA;14 dias;3 estrelas;R$ 5500
cliente 2404;FOR;CNF;9 dias;3 estrelas;R$ 2000
cliente 2405;REC;CNF;1 dias;1 estrelas;R$ 7500
cliente 2406;SSA;SAO;1 dias;3 estrelas;R$ 8500
cliente 2407;CNF;BEL;2 dias;1 estrelas;R$ 9500
cliente 2408;CNF;REC;7 dias;1 estrelas;R$ 5000
cliente 2409;FOR;SSA;7 dias;1 estrelas;R$ 5000
cliente 2410;SAO;RIO;3 dias;3 estrelas;R$ 3000
cliente 2411;CNF;SSA;3 dias;2 estrelas;R$ 7000
cliente 2412;BEL;CNF;9 dias;5 estrelas;R$ 10000
cliente 2413;RIO;REC;2 dias;1 estrelas;R$ 2000
cliente 2414;FOR;REC;1 dias;3 estrelas;R$ 8000
cliente 2415;REC;FOR;5 dias;3 estrelas;R$ 6500
cliente 2416;SSA;RIO;1 dias;4 estrelas;R$ 8500
cliente 2417;SSA;FOR;2 dias;5 estrelas;R$ 6500
cliente 2418;CNF;BEL;4 dias;3 estrelas;R$ 8000
cliente 2419;SAO;FOR;12 dias;2 estrelas;R$ 9000
cliente 2420;REC;SSA;2 dias;4 estrelas;R$ 8500
cliente 2421;CNF;FOR;2 dias;2 estrelas;R$ 6500
cliente 2422;RIO;REC;13 dias;3 estrelas;R$ 8500
cliente 2423;CNF;BEL;2 dias;2 estrelas;R$ 8500
cliente 2424;CNF;REC;13 dias;5 estrelas;R$ 6000
cliente 2425;SSA;SAO;5 dias;1 estrelas;R$ 4500
cliente 2426;REC;RIO;7 dias;2 estrelas;R$ 10000
cliente 2427;SAO;RIO;3 dias;4 estrelas;R$ 2000
cliente 2428;REC;SAO;5 dias;3 estrelas;R$ 4000
cliente 2429;BEL;RIO;10 dias;3 estrelas;R$ 6500
cliente 2430;SSA;RIO;15 dias;1 estrelas;R$ 9000
cliente 2431;CNF;BEL;5 dias;4 estrelas;R$ 6500
cliente 2432;SAO;REC;11 dias;4 estrelas;R$ 4500
cliente 2433;SAO;CNF;11 dias;3 estrelas;R$ 6000
cliente 2434;RIO;FOR;3 dias;3 estrelas;R$ 7000
cliente 2435;SSA;CNF;11 dias;3 estrelas;R$ 2000
cliente 2436;CNF;BEL;4 dias;2 estrelas;R$ 6000
cliente 2437;RIO;SAO;1 dias;5 estrelas;R$ 5000
cliente 2438;FOR;REC;1 dias;1 estrelas;R$ 4000
cliente 2439;SSA;RIO;13 dias;5 estrelas;R$ 2000
cliente 2440;REC;CNF;2 dias;4 estrelas;R$ 6000
cliente 2441;REC;FOR;8 dias;1 estrelas;R$ 9000
cliente 2442;SAO;REC;13 dias;5 estrelas;R$ 3500
cliente 2443;CNF;RIO;13 dias;4 estrelas;R$ 4000
cliente 2444;SSA;RIO;9 dias;3 estrelas;R$ 9500
cliente 2445;SAO;BEL;2 dias;1 estrelas;R$ 9000
cliente 2446;CNF;FOR;2 dias;5 estrelas;R$ 3500
cliente 2447;FOR;REC;3 dias;5 estrelas;R$ 4000
cliente 2448;RIO;SSA;9 dias;1 estrelas;R$ 8000
cliente 2449;FOR;REC;8 dias;3 estrelas;R$ 6500
